# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Apr 24 17:12:35 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN st_teff:        Stellar Effective Temperature [K]
#
pl_name,pl_orbsmax,st_teff
Kepler-1129 b,0.1648100000,5831.00
Kepler-1129 c,0.3536700000,5831.00
Kepler-113 b,0.0512300000,4725.00
Kepler-113 c,0.0779600000,4725.00
Kepler-1130 b,0.0596300000,5403.00
Kepler-1130 c,0.0423800000,5450.00
Kepler-1130 d,0.0506800000,5450.00
Kepler-1131 b,0.0459000000,5851.00
Kepler-1132 b,0.2881000000,5298.00
Kepler-1133 b,0.0983000000,5569.00
Kepler-1134 b,0.1242000000,5281.00
Kepler-1135 b,0.3436000000,5656.00
Kepler-1136 b,0.0299000000,4512.00
Kepler-1137 b,0.1871000000,6807.00
Kepler-1138 b,0.0415000000,5582.00
Kepler-1139 b,0.0166400000,5550.00
Kepler-114 b,0.0530000000,4605.00
Kepler-114 c,0.0648200000,4660.00
Kepler-114 d,0.0835800000,4660.00
Kepler-1140 b,0.1478000000,4850.00
Kepler-1141 b,0.0349600000,5791.00
Kepler-1142 b,0.1343000000,5685.00
Kepler-1143 b,0.0371000000,5053.00
Kepler-1143 c,0.6477000000,5053.00
Kepler-1144 b,0.1291000000,5753.00
Kepler-1145 b,0.0443000000,5064.00
Kepler-1146 b,0.0325000000,4692.00
Kepler-1147 b,0.0961000000,5941.00
Kepler-1148 b,0.0188000000,5054.00
Kepler-1149 b,0.0473000000,5833.00
Kepler-115 b,0.0360000000,5979.00
Kepler-115 c,0.0870000000,5979.00
Kepler-1150 b,0.0382000000,4754.00
Kepler-1151 b,0.3197000000,5470.00
Kepler-1152 b,0.0223000000,3964.00
Kepler-1153 b,0.0277000000,5470.00
Kepler-1154 b,0.0631000000,6327.00
Kepler-1154 c,0.0875000000,6327.00
Kepler-1155 b,0.2006000000,5842.00
Kepler-1156 b,0.0970400000,5778.00
Kepler-1157 b,0.0448000000,4679.00
Kepler-1158 b,0.1264300000,6203.00
Kepler-1159 b,0.1603000000,6217.00
Kepler-116 b,0.0690000000,6142.00
Kepler-116 c,0.1160000000,6142.00
Kepler-1160 b,0.0755000000,5519.00
Kepler-1161 b,0.0784000000,4253.00
Kepler-1162 b,0.1900000000,5390.00
Kepler-1162 c,0.2832000000,5225.00
Kepler-1163 b,0.0686800000,6302.00
Kepler-1164 b,0.0463500000,5183.00
Kepler-1165 b,0.0914000000,6080.00
Kepler-1165 c,0.1969000000,6249.00
Kepler-1166 b,0.1975000000,5446.00
Kepler-1167 b,0.0175000000,4971.00
Kepler-1168 b,0.2663000000,5157.00
Kepler-1169 b,0.0693100000,6191.00
Kepler-117 b,0.1445000000,6150.00
Kepler-117 c,0.2804000000,6150.00
Kepler-1170 b,0.0880000000,5069.00
Kepler-1171 b,0.0284000000,7044.00
Kepler-1172 b,0.1680000000,5558.00
Kepler-1173 b,0.0156000000,5252.00
Kepler-1174 b,0.0732000000,5936.00
Kepler-1175 b,0.2181000000,5453.00
Kepler-1176 b,0.1589000000,5844.00
Kepler-1177 b,0.4301000000,5712.00
Kepler-1178 b,0.1596000000,4990.00
Kepler-1179 b,0.0349700000,5212.00
Kepler-118 b,0.0730000000,5274.00
Kepler-118 c,0.1410000000,5274.00
Kepler-1180 b,0.1246000000,6077.00
Kepler-1181 b,0.0621000000,6176.00
Kepler-1181 c,0.0928000000,6688.00
Kepler-1182 b,0.0981000000,5924.00
Kepler-1183 b,0.1793000000,5765.00
Kepler-1184 b,0.2863000000,5983.00
Kepler-1185 b,0.4297000000,5622.00
Kepler-1186 b,0.1281000000,5635.00
Kepler-1187 b,0.1401000000,5975.00
Kepler-1188 b,0.1350000000,5913.00
Kepler-1189 b,0.0467000000,6012.00
Kepler-119 b,0.0350000000,5595.00
Kepler-119 c,0.0490000000,5595.00
Kepler-1190 b,0.0845000000,4730.00
Kepler-1191 b,0.0587000000,5308.00
Kepler-1192 b,0.1693000000,5438.00
Kepler-1193 b,0.0400400000,5908.00
Kepler-1194 b,0.1212000000,5590.00
Kepler-1195 b,0.0726000000,4965.00
Kepler-1196 b,0.3179000000,5756.00
Kepler-1197 b,0.0286900000,4708.00
Kepler-1198 b,0.0732000000,5517.00
Kepler-1199 b,0.1130900000,5889.00
Kepler-12 b,0.0553000000,5947.00
Kepler-120 b,0.0550000000,4096.00
Kepler-120 c,0.0880000000,4096.00
Kepler-1200 b,0.0188000000,4612.00
Kepler-1201 b,0.1183000000,6177.00
Kepler-1202 b,0.1790000000,5834.00
Kepler-1203 b,0.0114000000,4105.00
Kepler-1204 b,0.3877000000,5825.00
Kepler-1205 b,0.0196000000,5226.00
Kepler-1206 b,0.0201000000,4877.00
Kepler-1207 b,0.1156000000,5909.00
Kepler-1208 b,0.0901000000,5001.00
Kepler-1209 b,0.1751500000,6210.00
Kepler-121 b,0.0390000000,5311.00
Kepler-121 c,0.2160000000,5311.00
Kepler-1210 b,0.0753000000,5568.00
Kepler-1211 b,0.0976300000,5705.00
Kepler-1212 b,0.1082000000,6051.00
Kepler-1213 b,0.0602600000,6050.00
Kepler-1214 b,0.1280000000,5130.00
Kepler-1215 b,0.0528000000,5616.00
Kepler-1216 b,0.0519000000,5743.00
Kepler-1217 b,0.0326000000,5905.00
Kepler-1218 b,0.1569800000,5986.00
Kepler-1219 b,0.1414600000,5944.00
Kepler-122 b,0.0640000000,6050.00
Kepler-122 c,0.1080000000,6050.00
Kepler-122 d,0.1550000000,6050.00
Kepler-122 e,0.2270000000,6050.00
Kepler-122 f,0.2857500000,5917.00
Kepler-1220 b,0.0734000000,5842.00
Kepler-1221 b,0.0906000000,5194.00
Kepler-1222 b,0.0280100000,5239.00
Kepler-1223 b,0.1186000000,4870.00
Kepler-1224 b,0.1162500000,6155.00
Kepler-1225 b,0.0771000000,6140.00
Kepler-1226 b,0.1394500000,5923.00
Kepler-1227 b,0.3855500000,5747.00
Kepler-1228 b,0.0118600000,5063.00
Kepler-1229 b,0.3006000000,3784.00
Kepler-123 b,0.1350000000,6089.00
Kepler-123 c,0.1810000000,6089.00
Kepler-1230 b,0.0921000000,5961.00
Kepler-1231 b,0.0914000000,5778.00
Kepler-1232 b,0.1654500000,5471.00
Kepler-1233 b,0.2630000000,6198.00
Kepler-1234 b,0.0960000000,4967.00
Kepler-1235 b,0.0483600000,5541.00
Kepler-1236 b,0.1803000000,5337.00
Kepler-1237 b,0.3778000000,5472.00
Kepler-1238 b,0.0541000000,6386.00
Kepler-1239 b,0.0625000000,6564.00
Kepler-124 b,0.0390000000,4984.00
Kepler-124 c,0.1000000000,4984.00
Kepler-124 d,0.1700000000,4984.00
Kepler-1240 b,0.0579100000,5682.00
Kepler-1241 b,0.1336000000,5261.00
Kepler-1242 b,0.1039000000,4895.00
Kepler-1243 b,0.1256000000,5667.00
Kepler-1244 b,0.0502000000,6680.00
Kepler-1245 b,0.0484000000,5306.00
Kepler-1245 c,0.0372000000,5306.00
Kepler-1246 b,0.0848000000,4611.00
Kepler-1247 b,0.1091000000,5303.00
Kepler-1248 b,0.0806000000,6149.00
Kepler-1249 b,0.1670000000,6202.00
Kepler-125 b,0.0410000000,3810.00
Kepler-125 c,0.0510000000,3810.00
Kepler-1250 b,0.0393000000,5717.00
Kepler-1251 b,0.2478000000,5545.00
Kepler-1252 b,0.1078000000,5949.00
Kepler-1253 b,0.3144400000,5850.00
Kepler-1254 b,0.0833000000,4985.00
Kepler-1254 c,0.0422000000,4985.00
Kepler-1254 d,0.0575000000,4985.00
Kepler-1255 b,0.2226000000,6018.00
Kepler-1256 b,0.1073300000,6129.00
Kepler-1257 b,0.0376000000,5502.00
Kepler-1258 b,0.0182400000,5839.00
Kepler-1259 b,0.0141000000,5053.00
Kepler-126 b,0.0990000000,6239.00
Kepler-126 c,0.1620000000,6239.00
Kepler-126 d,0.4480000000,6239.00
Kepler-1260 b,0.1444000000,5961.00
Kepler-1261 b,0.2390000000,5006.00
Kepler-1262 b,0.0830000000,5771.00
Kepler-1263 b,0.0499000000,5213.00
Kepler-1264 b,0.0183900000,5791.00
Kepler-1265 b,0.0612000000,4630.00
Kepler-1266 b,0.1643100000,5044.00
Kepler-1266 c,0.0506000000,4996.00
Kepler-1267 b,0.1057000000,6096.00
Kepler-1268 b,0.2383000000,5904.00
Kepler-1269 b,0.2361100000,5998.00
Kepler-127 b,0.1250000000,6106.00
Kepler-127 c,0.2000000000,6106.00
Kepler-127 d,0.2800000000,6106.00
Kepler-1270 b,0.0704500000,5047.00
Kepler-1271 b,0.0423300000,6143.00
Kepler-1272 b,0.2705000000,5926.00
Kepler-1273 b,0.1857000000,5566.00
Kepler-1274 b,0.0816100000,6179.00
Kepler-1275 b,0.0488000000,6296.00
Kepler-1276 b,0.1086300000,6188.00
Kepler-1277 b,0.2185700000,5578.00
Kepler-1278 b,0.0441700000,6074.00
Kepler-1279 b,0.1785000000,6221.00
Kepler-128 b,0.1254500000,6072.00
Kepler-128 c,0.1651700000,6072.00
Kepler-1280 b,0.3398200000,6227.00
Kepler-1281 b,0.0415000000,5353.00
Kepler-1282 b,0.0335000000,5504.00
Kepler-1283 b,0.1062000000,6175.00
Kepler-1284 b,0.0143000000,5123.00
Kepler-1285 b,0.1275800000,6170.00
Kepler-1286 b,0.0991000000,5753.00
Kepler-1287 b,0.0976000000,5715.00
Kepler-1288 b,0.0413500000,6132.00
Kepler-1289 b,0.0785000000,6080.00
Kepler-129 b,0.1300000000,5770.00
Kepler-129 c,0.3900000000,5770.00
Kepler-129 d,4.0000000000,5770.00
Kepler-1290 b,0.0557000000,5660.00
Kepler-1291 b,0.0779000000,5216.00
Kepler-1292 b,0.0443000000,5556.00
Kepler-1293 b,0.0676300000,6241.00
Kepler-1294 b,0.4684000000,5776.00
Kepler-1295 b,0.0464000000,5486.00
Kepler-1296 b,0.0896000000,5359.00
Kepler-1297 b,0.0283000000,5818.00
Kepler-1298 b,0.0814000000,6339.00
Kepler-1299 b,0.1357000000,5609.00
Kepler-130 b,0.0790000000,5884.00
Kepler-130 c,0.1780000000,5879.00
Kepler-130 d,0.3770000000,5884.00
Kepler-1300 b,0.1600500000,6130.00
Kepler-1301 b,0.0815000000,5188.00
Kepler-1302 b,0.0795000000,5236.00
Kepler-1303 b,0.0751000000,5771.00
Kepler-1304 b,0.1202000000,5259.00
Kepler-1305 b,0.1109000000,5701.00
Kepler-1306 b,0.1230000000,5727.00
Kepler-1307 b,0.1369000000,5884.00
Kepler-1308 b,0.0250000000,3468.00
Kepler-1309 b,0.1679000000,5235.00
Kepler-131 b,0.1278900000,5685.00
Kepler-131 c,0.1739100000,5685.00
Kepler-1310 b,0.0145200000,5549.00
Kepler-1311 b,0.1008200000,5748.00
Kepler-1311 c,0.0375300000,5748.00
Kepler-1311 d,0.6843400000,5616.00
Kepler-1312 b,0.0605300000,5719.00
Kepler-1312 c,0.0210300000,5721.00
Kepler-1313 b,0.0461900000,5453.00
Kepler-1314 b,0.0504000000,4188.00
Kepler-1315 b,0.0161700000,4861.00
Kepler-1315 c,0.0635000000,4818.00
Kepler-1316 b,0.3976500000,5884.00
Kepler-1317 b,0.0128000000,5144.00
Kepler-1318 b,0.6085000000,4598.00
Kepler-1319 b,0.0296000000,3655.00
Kepler-132 b,0.0670000000,6003.00
Kepler-132 c,0.0680000000,6003.00
Kepler-132 d,0.1360000000,6003.00
Kepler-132 e,0.4392700000,6023.00
Kepler-1320 b,0.0163000000,4817.00
Kepler-1321 b,0.0781000000,4094.00
Kepler-1321 c,0.0267000000,4094.00
Kepler-1321 d,0.0501000000,3640.00
Kepler-1322 b,0.0183000000,5488.00
Kepler-1322 c,0.0652000000,5704.00
Kepler-1323 b,0.0191100000,6169.00
Kepler-1324 b,0.0466000000,4776.00
Kepler-1325 b,0.2004000000,5550.00
Kepler-1326 b,0.2743000000,6725.00
Kepler-1327 b,0.1115100000,5885.00
Kepler-1328 b,0.0520000000,5780.00
Kepler-1329 b,0.0747000000,4500.00
Kepler-133 b,0.0830000000,5736.00
Kepler-133 c,0.2040000000,5736.00
Kepler-1330 b,0.0889000000,5608.00
Kepler-1331 b,0.0142000000,4508.00
Kepler-1332 b,0.0991500000,5581.00
Kepler-1333 b,0.4382000000,5628.00
Kepler-1334 b,0.1229000000,5614.00
Kepler-1335 b,0.0615000000,4903.00
Kepler-1336 b,0.1584500000,5512.00
Kepler-1336 c,0.0627200000,5512.00
Kepler-1337 b,0.1441000000,4523.00
Kepler-1338 b,0.0193700000,5909.00
Kepler-1339 b,0.0235600000,5586.00
Kepler-134 b,0.0600000000,5983.00
Kepler-134 c,0.0920000000,5983.00
Kepler-1340 b,0.0152300000,6331.00
Kepler-1341 b,0.4726700000,4662.00
Kepler-1342 b,0.0313000000,5527.00
Kepler-1343 b,0.0449000000,5759.00
Kepler-1344 b,0.0550100000,5981.00
Kepler-1345 b,0.2641200000,6449.00
Kepler-1346 b,0.0440000000,6133.00
Kepler-1347 b,0.1040000000,5193.00
Kepler-1348 b,0.1834000000,5911.00
Kepler-1349 b,0.0342100000,6086.00
Kepler-135 b,0.0670000000,6090.00
Kepler-135 c,0.1030000000,6090.00
Kepler-1350 b,0.0413000000,3827.00
Kepler-1350 c,0.0222000000,3827.00
Kepler-1351 b,0.0156000000,4439.00
Kepler-1352 b,0.0288300000,6118.00
Kepler-1353 b,0.1530000000,4776.00
Kepler-1354 b,0.3521000000,6168.00
Kepler-1355 b,0.0224000000,5352.00
Kepler-1356 b,0.0136000000,5106.00
Kepler-1357 b,0.0410000000,5597.00
Kepler-1358 b,0.0656000000,5181.00
Kepler-1359 b,0.2665700000,4709.00
Kepler-136 b,0.1060000000,6165.00
Kepler-136 c,0.1330000000,6165.00
Kepler-1360 b,0.2866000000,6778.00
Kepler-1361 b,0.0430400000,5131.00
Kepler-1362 b,0.4626000000,4857.00
Kepler-1363 b,0.0363000000,4839.00
Kepler-1364 b,0.1284000000,6805.00
Kepler-1365 b,0.0783900000,5770.00
Kepler-1365 c,0.0570100000,5770.00
Kepler-1366 b,0.0273000000,4070.00
Kepler-1367 b,0.0236000000,4106.00
Kepler-1368 b,0.0153000000,5906.00
Kepler-1369 b,0.1741000000,5761.00
Kepler-137 b,0.0770000000,5187.00
Kepler-137 c,0.1300000000,5187.00
Kepler-1370 b,0.1576300000,6202.00
Kepler-1370 c,0.0808400000,6202.00
Kepler-1371 b,0.0421400000,5361.00
Kepler-1371 c,0.0293700000,5361.00
Kepler-1372 b,0.0240000000,5677.00
Kepler-1373 b,0.0259800000,6299.00
Kepler-1374 b,0.0918000000,5323.00
Kepler-1375 b,0.0471000000,6704.00
Kepler-1376 b,0.0598000000,5659.00
Kepler-1377 b,0.0153000000,5218.00
Kepler-1378 b,0.0885000000,4407.00
Kepler-1379 b,0.0171000000,5188.00
Kepler-138 b,0.0753000000,3841.00
Kepler-138 c,0.0913000000,3841.00
Kepler-138 d,0.1288000000,3841.00
Kepler-138 e,0.1803000000,3841.00
Kepler-1380 b,0.0917000000,5570.00
Kepler-1381 b,0.1728000000,5747.00
Kepler-1382 b,0.1402300000,6161.00
Kepler-1383 b,0.1139700000,6370.00
Kepler-1384 b,0.1126000000,4919.00
Kepler-1385 b,0.0426200000,5732.00
Kepler-1386 b,0.0680000000,5733.00
Kepler-1387 b,0.0310000000,5046.00
Kepler-1388 b,0.0882000000,4098.00
Kepler-1388 c,0.0519000000,4098.00
Kepler-1388 d,0.1260000000,4098.00
Kepler-1388 e,0.1861000000,4098.00
Kepler-1389 b,0.3824900000,5078.00
Kepler-139 b,0.1270000000,5594.00
Kepler-139 c,0.5860000000,5594.00
Kepler-139 d,0.0755533961,5622.00
Kepler-139 e,3.2357963900,5622.00
Kepler-139 f,,5630.00
Kepler-1390 b,0.0662000000,5753.00
Kepler-1391 b,0.3004500000,5840.00
Kepler-1392 b,0.1189000000,5479.00
Kepler-1393 b,0.0337000000,5697.00
Kepler-1394 b,0.0547400000,6481.00
Kepler-1395 b,0.0497400000,6138.00
Kepler-1396 b,0.1406000000,6195.00
Kepler-1397 b,0.2586100000,6026.00
Kepler-1398 b,0.0390900000,6126.00
Kepler-1398 c,0.0508700000,6126.00
Kepler-1399 b,0.0276000000,5735.00
Kepler-14 b,0.0771000000,6395.00
Kepler-140 b,0.0450000000,6077.00
Kepler-140 c,0.4140000000,6077.00
Kepler-1400 b,0.0771000000,5044.00
Kepler-1401 b,0.0975000000,5964.00
Kepler-1402 b,0.0322000000,5416.00
Kepler-1403 b,0.0640000000,6060.00
Kepler-1404 b,0.1143000000,5261.00
Kepler-1405 b,0.1778000000,5925.00
Kepler-1406 b,0.0987000000,5892.00
Kepler-1407 b,0.1502000000,6010.00
Kepler-1408 b,0.0421800000,6170.00
Kepler-1409 b,0.0155300000,5160.00
Kepler-141 b,0.0390000000,4910.00
Kepler-141 c,0.0670000000,4910.00
Kepler-1410 b,0.2543000000,4092.00
Kepler-1411 b,0.4001000000,5664.00
Kepler-1412 b,0.0460800000,5880.00
Kepler-1413 b,0.1066000000,5196.00
Kepler-1414 b,0.0426000000,4951.00
Kepler-1415 b,0.0141600000,5267.00
Kepler-1416 b,0.0257000000,6019.00
Kepler-1417 b,0.1406200000,5839.00
Kepler-1418 b,0.1310000000,4770.00
Kepler-1419 b,0.2391000000,5796.00
Kepler-142 b,0.0320000000,5790.00
Kepler-142 c,0.0570000000,5790.00
Kepler-142 d,0.2420000000,5790.00
Kepler-1420 b,0.0671000000,5187.00
Kepler-1421 b,0.0757600000,6335.00
Kepler-1422 b,0.1499000000,6194.00
Kepler-1423 b,0.1586000000,4939.00
Kepler-1424 b,0.1906800000,5838.00
Kepler-1425 b,0.1143500000,5718.00
Kepler-1426 b,0.1187000000,5831.00
Kepler-1427 b,0.0197000000,5793.00
Kepler-1428 b,0.1105100000,6184.00
Kepler-1429 b,0.0550000000,5902.00
Kepler-143 b,0.1270000000,5848.00
Kepler-143 c,0.1810000000,5848.00
Kepler-1430 b,0.0304000000,4796.00
Kepler-1431 b,0.0648000000,5806.00
Kepler-1432 b,0.1696000000,6031.00
Kepler-1433 b,0.0516000000,6097.00
Kepler-1434 b,0.0917000000,6291.00
Kepler-1435 b,0.0545600000,6356.00
Kepler-1436 b,0.0907000000,5972.00
Kepler-1437 b,0.0951000000,5557.00
Kepler-1438 b,0.0346000000,5530.00
Kepler-1439 b,0.0594000000,3578.00
Kepler-144 b,0.0660000000,6075.00
Kepler-144 c,0.0940000000,6075.00
Kepler-1440 b,0.2343100000,5698.00
Kepler-1441 b,0.2346000000,5802.00
Kepler-1442 b,0.4081400000,6394.00
Kepler-1443 b,0.0378300000,6289.00
Kepler-1444 b,0.2090600000,5810.00
Kepler-1445 b,0.0958700000,6150.00
Kepler-1446 b,0.0140500000,4865.00
Kepler-1447 b,0.2836000000,5722.00
Kepler-1448 b,0.1058000000,5774.00
Kepler-1449 b,0.1176000000,5979.00
Kepler-145 b,0.1730800000,6022.00
Kepler-145 c,0.2624400000,6022.00
Kepler-1450 b,0.2401000000,4524.00
Kepler-1451 b,0.2101000000,5782.00
Kepler-1452 b,0.2576400000,6101.00
Kepler-1453 b,0.2620000000,5665.00
Kepler-1454 b,0.2447000000,5448.00
Kepler-1455 b,0.2149000000,4075.00
Kepler-1456 b,0.1132000000,4231.00
Kepler-1457 b,0.2639100000,5866.00
Kepler-1458 b,0.2486900000,5653.00
Kepler-1459 b,0.2829000000,4828.00
Kepler-146 b,0.2000000000,5948.00
Kepler-146 c,0.3640000000,5948.00
Kepler-1460 b,0.1614000000,4422.00
Kepler-1461 b,0.1715000000,4919.00
Kepler-1462 b,0.3094000000,5756.00
Kepler-1463 b,0.1694000000,5679.00
Kepler-1464 b,0.2006600000,5828.00
Kepler-1464 c,0.0610100000,5828.00
Kepler-1465 b,0.1939000000,4726.00
Kepler-1466 b,0.1798100000,5884.00
Kepler-1467 b,0.2388000000,5332.00
Kepler-1468 b,0.0817000000,5893.00
Kepler-1468 c,0.0466000000,5893.00
Kepler-1468 d,0.1456000000,5794.00
Kepler-1469 b,0.1466000000,5507.00
Kepler-147 b,0.1130000000,6012.00
Kepler-147 c,0.2160000000,6012.00
Kepler-1470 b,0.1160000000,4961.00
Kepler-1471 b,0.0453000000,5660.00
Kepler-1471 c,0.0981000000,5533.00
Kepler-1472 b,0.2322000000,6159.00
Kepler-1473 b,0.1160600000,6046.00
Kepler-1474 b,0.2108000000,5870.00
Kepler-1475 b,0.3730000000,6214.00
Kepler-1476 b,0.0932000000,5663.00
Kepler-1477 b,0.0911000000,5100.00
Kepler-1478 b,0.1681000000,5904.00
Kepler-1479 b,0.1134100000,5796.00
Kepler-148 b,0.0280000000,5272.00
Kepler-148 c,0.0500000000,5272.00
Kepler-148 d,0.2607000000,5172.00
Kepler-1480 b,0.1525000000,5156.00
Kepler-1481 b,0.0590000000,4908.00
Kepler-1482 b,0.0996800000,5381.00
Kepler-1483 b,0.0958000000,6337.00
Kepler-1484 b,0.1939000000,5730.00
Kepler-1485 b,0.1473200000,6087.00
Kepler-1486 b,0.2846000000,5965.00
Kepler-1487 b,0.0898000000,6541.00
Kepler-1487 c,0.2588000000,5745.00
Kepler-1488 b,0.2415300000,5820.00
Kepler-1488 c,0.0695900000,5710.00
Kepler-1489 b,0.3679000000,5655.00
Kepler-1489 c,,5565.53
Kepler-149 b,0.1840000000,5381.00
Kepler-149 c,0.2810000000,5381.00
Kepler-149 d,0.5710000000,5381.00
Kepler-1490 b,0.3729000000,5515.00
Kepler-1491 b,0.1270000000,5728.00
Kepler-1491 c,0.3045000000,5626.00
Kepler-1492 b,0.1262000000,4712.00
Kepler-1493 b,0.1197000000,5863.00
Kepler-1494 b,0.3982000000,5659.00
Kepler-1495 b,0.3677000000,5831.00
Kepler-1496 b,0.3211000000,6182.00
Kepler-1497 b,0.0817000000,5675.00
Kepler-1498 b,0.2528000000,5256.00
Kepler-1499 b,0.2322500000,5097.00
Kepler-15 b,0.0571400000,5515.00
Kepler-150 b,0.0440000000,5560.00
Kepler-150 c,0.0730000000,5560.00
Kepler-150 d,0.1040000000,5560.00
Kepler-150 e,0.1890000000,5560.00
Kepler-150 f,1.2400000000,5528.00
Kepler-1500 b,0.1236000000,5845.00
Kepler-1501 b,0.1159200000,6229.00
Kepler-1502 b,0.2482000000,6666.00
Kepler-1503 b,0.3771000000,5069.00
Kepler-1504 b,0.3704000000,5393.00
Kepler-1505 b,0.1829800000,5686.00
Kepler-1506 b,0.1168000000,5676.00
Kepler-1507 b,0.1194600000,5410.00
Kepler-1508 b,0.1629000000,6158.00
Kepler-1509 b,0.1707000000,5780.00
Kepler-151 b,0.1160000000,5460.00
Kepler-151 c,0.1600000000,5460.00
Kepler-1510 b,0.4089000000,6200.00
Kepler-1511 b,0.1753000000,6064.00
Kepler-1512 b,0.1369300000,4372.00
Kepler-1513 b,0.5697100000,5491.00
Kepler-1513 c,,5491.00
Kepler-1514 b,0.7530000000,6145.00
Kepler-1514 c,0.0997000000,6145.00
Kepler-1515 b,0.7523500000,6511.00
Kepler-1516 b,0.0718000000,5904.00
Kepler-1517 b,0.0780000000,7010.00
Kepler-1518 b,0.0593000000,6846.00
Kepler-1518 c,0.0905000000,6432.00
Kepler-1519 b,0.7655000000,5644.00
Kepler-152 b,0.1240000000,5088.00
Kepler-152 c,0.3560000000,5088.00
Kepler-1520 b,0.0129000000,4677.00
Kepler-1521 b,0.2347600000,5042.00
Kepler-1522 b,0.0288000000,5706.00
Kepler-1523 b,0.0186700000,5708.00
Kepler-1524 b,0.3392000000,6179.00
Kepler-1525 b,0.0355700000,5748.00
Kepler-1526 b,0.0418000000,4601.00
Kepler-1527 b,0.6276000000,6224.00
Kepler-1528 b,0.0296000000,5857.00
Kepler-1529 b,0.0525000000,5048.00
Kepler-153 b,0.1290000000,5404.00
Kepler-153 c,0.2370000000,5404.00
Kepler-1530 b,0.0355300000,5477.00
Kepler-1530 c,0.0574400000,5477.00
Kepler-1530 d,0.0827600000,5678.00
Kepler-1531 b,0.0220400000,6260.00
Kepler-1532 b,0.0206000000,5559.00
Kepler-1533 b,0.9341600000,6431.00
Kepler-1534 b,0.0599000000,5442.00
Kepler-1535 b,0.5329000000,6021.00
Kepler-1536 b,0.8507000000,4434.00
Kepler-1537 b,0.0245000000,5079.00
Kepler-1538 b,0.6095000000,5837.00
Kepler-1539 b,0.4765000000,5176.00
Kepler-154 b,0.1980000000,5690.00
Kepler-154 c,0.3030000000,5690.00
Kepler-154 d,0.1435400000,5769.00
Kepler-154 e,0.0476600000,5769.00
Kepler-154 f,0.0883200000,5769.00
Kepler-1540 b,0.4426000000,4540.00
Kepler-1541 b,0.0755500000,5282.00
Kepler-1542 b,0.0476500000,5564.00
Kepler-1542 c,0.0387000000,5564.00
Kepler-1542 d,0.0629000000,5564.00
Kepler-1542 e,0.0564900000,5564.00
Kepler-1543 b,0.0867000000,6561.00
Kepler-1544 b,0.5446500000,4886.00
Kepler-1545 b,0.5442000000,5201.00
Kepler-1546 b,0.1366000000,5623.00
Kepler-1547 b,0.0155600000,6078.00
Kepler-1548 b,0.4679000000,5706.00
Kepler-1549 b,0.6687000000,5324.00
Kepler-155 b,0.0560000000,4508.00
Kepler-155 c,0.2420000000,4508.00
Kepler-1550 b,0.7681000000,5991.00
Kepler-1551 b,0.1772000000,6136.00
Kepler-1552 b,0.6011000000,5202.00
Kepler-1553 b,0.0481000000,5288.00
Kepler-1554 b,0.5952700000,5297.00
Kepler-1555 b,0.0805000000,5866.00
Kepler-1556 b,0.0829000000,5608.00
Kepler-1557 b,0.0490000000,6099.00
Kepler-1558 b,0.0427800000,5101.00
Kepler-1559 b,0.0183500000,5316.00
Kepler-156 b,0.0540000000,5094.00
Kepler-156 c,0.1170000000,5094.00
Kepler-1560 b,0.0417500000,5815.00
Kepler-1561 b,0.0194000000,5957.00
Kepler-1562 b,0.3308000000,5760.00
Kepler-1563 b,0.0442000000,5765.00
Kepler-1564 b,0.1327000000,5528.00
Kepler-1565 b,0.0241000000,4940.00
Kepler-1566 b,0.0119800000,5254.00
Kepler-1567 b,0.5520000000,5655.00
Kepler-1568 b,0.1515700000,5956.00
Kepler-1569 b,0.0666900000,6319.00
Kepler-157 b,0.0280000000,5774.00
Kepler-157 c,0.1100000000,5774.00
Kepler-157 d,0.0706000000,5866.00
Kepler-1570 b,0.1669900000,5550.00
Kepler-1571 b,0.0428700000,6297.00
Kepler-1572 b,0.0583800000,5618.00
Kepler-1573 b,0.0364000000,5808.00
Kepler-1574 b,0.0743000000,5892.00
Kepler-1575 b,0.0366000000,5667.00
Kepler-1576 b,0.0721100000,5876.00
Kepler-1577 b,0.0657000000,4862.00
Kepler-1578 b,0.0252000000,5545.00
Kepler-1579 b,0.0140000000,4584.00
Kepler-158 b,0.1110000000,4623.00
Kepler-158 c,0.1580000000,4623.00
Kepler-158 d,,4895.97
Kepler-1580 b,0.3357100000,6228.00
Kepler-1581 b,0.0686500000,6022.00
Kepler-1582 b,0.0316000000,3208.00
Kepler-1583 b,0.0830700000,5645.00
Kepler-1584 b,0.1168000000,6069.00
Kepler-1585 b,0.0445000000,5538.00
Kepler-1586 b,0.1220800000,6681.00
Kepler-1587 b,0.0874700000,5933.00
Kepler-1588 b,0.0741900000,5817.00
Kepler-1589 b,0.0205000000,6166.00
Kepler-159 b,0.0820000000,4625.00
Kepler-159 c,0.2180000000,4625.00
Kepler-1590 b,0.0711600000,6053.00
Kepler-1591 b,0.0794000000,6082.00
Kepler-1592 b,0.0400000000,6213.00
Kepler-1593 b,0.5549400000,4995.00
Kepler-1594 b,0.0396000000,5946.00
Kepler-1595 b,0.0510000000,5203.00
